filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/TESTS/util/echo.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/TESTS/util/stats.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/TESTS/util/test.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/TESTS/util/test.py,yaml_load,B506,MEDIUM,HIGH,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,11,[11],https://bandit.readthedocs.io/en/latest/plugins/b506_yaml_load.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/littlefs/tests/test.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/littlefs/tests/test.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,36,"[36, 37, 38]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/littlefs/tests/test.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,42,[42],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/features/filesystem/littlefs/littlefs/tests/test.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,44,[44],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/arm_pack_manager/__init__.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,108,[108],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/arm_pack_manager/__init__.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",174,[174],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/arm_pack_manager/__init__.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",194,[194],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/arm_pack_manager/__init__.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",198,[198],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/arm_pack_manager/pack_manager.py,hardcoded_sql_expressions,B608,MEDIUM,LOW,Possible SQL injection vector through string-based query construction.,56,[56],https://bandit.readthedocs.io/en/latest/plugins/b608_hardcoded_sql_expressions.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/build_api.py,jinja2_autoescape_false,B701,HIGH,HIGH,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",1389,[1389],https://bandit.readthedocs.io/en/latest/plugins/b701_jinja2_autoescape_false.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/build_travis.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",386,[386],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/build_travis.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",412,[412],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/check_release.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,69,[69],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/check_release.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",229,[229],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/check_release.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",258,[258],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/compliance/ioper_base.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",25,[25],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/config/__init__.py,jinja2_autoescape_false,B701,HIGH,HIGH,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",1073,"[1073, 1074]",https://bandit.readthedocs.io/en/latest/plugins/b701_jinja2_autoescape_false.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/debug_tools/crash_log_parser/crash_log_parser.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with check_output module.,25,[25],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/debug_tools/crash_log_parser/crash_log_parser.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,36,[36],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/detect_targets.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",40,[40],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cces/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,25,"[25, 26]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cces/__init__.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",438,[438],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cces/__init__.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",462,[462],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cmake/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,24,"[24, 25]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cmake/__init__.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,141,[141],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cmake/__init__.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,151,[151],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/cmsis/__init__.py,blacklist,B405,LOW,HIGH,"Using Element to parse untrusted XML data is known to be vulnerable to XML attacks. Replace Element with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",4,[4],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b405-import-xml-etree
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/exporters.py,jinja2_autoescape_false,B701,HIGH,HIGH,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",75,[75],https://bandit.readthedocs.io/en/latest/plugins/b701_jinja2_autoescape_false.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/exporters.py,jinja2_autoescape_false,B701,HIGH,HIGH,"By default, jinja2 sets autoescape to False. Consider using autoescape=True or use the select_autoescape function to mitigate XSS vulnerabilities.",167,"[167, 168]",https://bandit.readthedocs.io/en/latest/plugins/b701_jinja2_autoescape_false.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/exporters.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,186,[186],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/gnuarmeclipse/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with call module.,33,[33],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/gnuarmeclipse/__init__.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,53,[53],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/gnuarmeclipse/__init__.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",335,[335],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/iar/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,7,[7],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/iar/__init__.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,173,[173],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/makefile/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with check_output module.,24,[24],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/makefile/__init__.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,172,[172],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/mcuxpresso/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,32,[32],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/mcuxpresso/__init__.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",269,[269],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/uvision/__init__.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,10,[10],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/export/uvision/__init__.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,268,[268],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/flash_algo/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,161,[161],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/flash_algo/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,163,[163],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/flash_algo/__init__.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,246,[246],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/host_tests_plugins/__init__.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",28,[28],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/host_tests_plugins/__init__.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",50,[50],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/host_tests_plugins/host_test_plugins.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with call module.,22,"[22, 23, 24]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/host_tests_plugins/host_test_plugins.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",109,[109],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/host_tests_plugins/module_copy_smart.py,any_other_function_with_shell_equals_true,B604,MEDIUM,LOW,"Function call with shell=True parameter identified, possible security issue.",65,[65],https://bandit.readthedocs.io/en/latest/plugins/b604_any_other_function_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/host_tests/stdio_auto.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,35,[35],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/importer/importer.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,4,[4],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/importer/importer.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",63,[63],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/make.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",318,[318],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/misc/remove-device-h.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,6,"[6, 7]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/targets/LPC.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,50,[50],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/targets/NCS.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,85,"[85, 86, 87]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/targets/NCS.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,88,"[88, 89]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/build_api/build_api_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,77,"[77, 78]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,78,[78],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,84,[84],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,86,[86],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,90,[90],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,92,[92],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,113,[113],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
mbed-os-mbed-os-5.9.6/mbed-os-mbed-os-5.9.6/tools/test/config/config_test.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,129,[129],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
