File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dhcpc.c,216,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(s.default_router.u16, optptr + 2, 4);",d1170459ba3f72141a2884eeabe0d13347690b0b44528ca8447afdfb61843fcb,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dhcpc.c,219,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(s.dnsaddr.u16, optptr + 2, 4);",3dad05a3500d60365d69e981db89fd9dd83dc471d9a2f1a5f0200051f73baacd,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dhcpc.c,225,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(s.serverid, optptr + 2, 4);",e962bfdff2e9f4945c7c5336cb211007b3d3c2f0f4dace74f7262fac6230190a,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dhcpc.c,228,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(s.lease_time, optptr + 2, 4);",bdb8afa90990053131986446cbf67afba5c08f309afe18a5541a168112df5098,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dhcpc.c,247,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(s.ipaddr.u16, m->yiaddr, 4);",3194f2adf7eb05866babd8405b0a821ffad01875e2e0d256e12f21a28476f7b1,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dns64.c,223,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(acopy, adata, 2 + 4 + 2);",f2098a4afa14b0f2737f27b186aed8da19e4e38694f7f87eedcab71378195f8f,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dns64.c,239,9,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"        memcpy(acopy, adata, len);",28cd7872e4b1061ce7f6ca3185af138110b4d88b6f5858b8a45fad87eda7d2c3,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dns64.c,247,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(acopy, adata, 2 + 2 + 4 + 2);",4539c29d9fded19dff80056c79db05a3c0adfd21bfff7d8505f1c44c1544a7cd,,,,,,,,
contiki 3.0/core/net/ip64/ip64-dns64.c,252,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(acopy, adata, len);",28cd7872e4b1061ce7f6ca3185af138110b4d88b6f5858b8a45fad87eda7d2c3,,,,,,,,
contiki 3.0/core/net/ip64/ip64-eth.c,42,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&ip64_eth_addr, addr, sizeof(struct ip64_eth_addr));",4929e2da77c429083502a8850985aae89e3ab73a92144c9f2dee6c524450f3ce,,,,,,,,
contiki 3.0/core/net/ip64/ip64-slip-interface.c,68,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(&prefix, &uip_buf[2], 8);",6702fa0ef543cb99b2c5b0c8e4f17b7f6ea18d58d465c49c47d1c0f15e9090b3,,,,,,,,
contiki 3.0/core/net/ip64/ip64-slip-interface.c,100,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(&uip_buf[UIP_LLH_LEN], ip64_packet_buffer, len);",c828c38e181f5861d29093b1d1bee2df5550e42482a950be4e4ec9d3a796717f,,,,,,,,
contiki 3.0/core/net/ip64/ip64-slip-interface.c,138,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(&uip_buf[UIP_LLH_LEN], ip64_packet_buffer, len);",c828c38e181f5861d29093b1d1bee2df5550e42482a950be4e4ec9d3a796717f,,,,,,,,
contiki 3.0/core/net/ip64/ip64.c,386,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&resultpacket[IPV4_HDRLEN],",71cbc76fb09f72caf417bd29176949b2b1dfaf6fa3973be12f70aa1e8a83ba94,,,,,,,,
contiki 3.0/core/net/ip64/ip64.c,684,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&resultpacket[IPV6_HDRLEN],",a56c06e4ec635c12fe86261d2e833e19c9700a60783e52f72db92814e3d56a6c,,,,,,,,
contiki 3.0/core/net/ipv4/uip-fw.c,236,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&(ICMPBUF->payload[0]), ICMPBUF, UIP_IPH_LEN + 8);",3c70c2253840a559369a303a7c134036b4ff0fc28eb830b62473d82380105694,,,,,,,,
contiki 3.0/core/net/ipv4/uip-neighbor.c,116,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&entries[oldest].addr, addr, sizeof(struct uip_neighbor_addr));",d11c11330a057b79e10aacdd6ef2fbb3bdde3d0a140347d7501c1225a62540ef,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,548,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(uip_reassbuf, &BUF->vhl, UIP_IPH_LEN);",030a3eb97da31c87110f08a4063c4f5941c551485dc74f9dfee4b30d561c899f,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,578,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(&uip_reassbuf[UIP_IPH_LEN + offset],",7cf3183b8d6a06d0ea1545f0544fd43a4e9fa76bf58286dcc13fc995d56cc789,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,636,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF, FBUF, uip_reasslen);",feba110a354da9d12f2bdef264b2382acacfdb6f0bd2a7ac709c6387932612bf,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,1050,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(&(ICMPBUF->options[2]), &uip_lladdr, sizeof(uip_lladdr));",cae74ffcdfdbd65977d7c623ba4ad605da0680564c73ae81f551277f9650075a,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,1135,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&(ICMPBUF->payload[0]), ICMPBUF, UIP_IPH_LEN + 8);",3c70c2253840a559369a303a7c134036b4ff0fc28eb830b62473d82380105694,,,,,,,,
contiki 3.0/core/net/ipv4/uip.c,1963,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(uip_sappdata, (data), uip_slen);",26b7eeb84bffb2e538724162991ee94c36d54792de5b8513b16e387552b6dbc5,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,182,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(tabptr->ethaddr.addr, ethaddr->addr, 6);",5cc138415d6c0389a82a4daf5a38034ac80354390a68fd213f6ef8022348ce63,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,221,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(tabptr->ethaddr.addr, ethaddr->addr, 6);",5cc138415d6c0389a82a4daf5a38034ac80354390a68fd213f6ef8022348ce63,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,311,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->dhwaddr.addr, BUF->shwaddr.addr, 6);",64267b0797a48aa948a04d7eccde10d291b95bb293f0f750d40fb46401f30faa,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,312,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->shwaddr.addr, uip_lladdr.addr, 6);",01bc09bccaa3a54696449b80ff10dd89c9650c97c84c1ced7ebb3bd53ec4de54,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,313,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->ethhdr.src.addr, uip_lladdr.addr, 6);",2acdb01f879775106b7f31e1e675ec9b02f720d6d62af0b7cafda036e4a77ea2,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,314,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->ethhdr.dest.addr, BUF->dhwaddr.addr, 6);",ff121d955ce4c02d8da82f89347436cbf0f6ffcacd0ead7bc54eaca2bec14c3d,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,376,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(IPBUF->ethhdr.dest.addr, broadcast_ethaddr.addr, 6);",a9639af183c7817d12f2ff9a04ba6d43314b77a6a55c3672d7c17df7cdcf6845,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,409,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->ethhdr.src.addr, uip_lladdr.addr, 6);",2acdb01f879775106b7f31e1e675ec9b02f720d6d62af0b7cafda036e4a77ea2,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,410,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(BUF->shwaddr.addr, uip_lladdr.addr, 6);",01bc09bccaa3a54696449b80ff10dd89c9650c97c84c1ced7ebb3bd53ec4de54,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,428,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(IPBUF->ethhdr.dest.addr, tabptr->ethaddr.addr, 6);",9f2f9ab69e1afe2b264c5bd961ce9aa0d4bfbf1ba35727f308289e7906b980c0,,,,,,,,
contiki 3.0/core/net/ipv4/uip_arp.c,430,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(IPBUF->ethhdr.src.addr, uip_lladdr.addr, 6);",df89de1a27d84fa9a4f313568f5e7f3ebbd0f8ad714b14653e21473676cbc576,,,,,,,,
contiki 3.0/core/net/ipv6/multicast/roll-tm.c,83,28,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"#define seed_id_cpy(a, b) (memcpy((a), (b), sizeof(seed_id_t)))",b5ab0224b7f0272e8d270ae045a659be6c6e42aa1102a4a0432454f429f5be34,,,,,,,,
contiki 3.0/core/net/ipv6/multicast/roll-tm.c,627,11,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"          memcpy(UIP_IP_BUF, &locmpptr->buff, uip_len);",8fa3879858cdb2aa0d457788938f5e584b33d2b36c619b5db4f3a3ae6abde7d6,,,,,,,,
contiki 3.0/core/net/ipv6/multicast/roll-tm.c,1061,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&locmpptr->buff, UIP_IP_BUF, uip_len);",37e80c664d881229ffdf63f9c03461049d5e39210f32f9eef89ef40603608062,,,,,,,,
contiki 3.0/core/net/ipv6/multicast/smrf.c,80,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(uip_buf, &mcast_buf, mcast_len);",208c6aa552884e5d37c296f945e40c656a1945ab7d01606fe4cf3f17a80119a6,,,,,,,,
contiki 3.0/core/net/ipv6/multicast/smrf.c,171,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(&mcast_buf, uip_buf, uip_len);",7e66417d841488efdef74f1adf3fe7c78f756b34df37748a9e0db581ddd08e45,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,404,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(hc06_ptr, &ipaddr->u16[7], 2);",3e1b86484dfada474a9b15d6cf4685cecf0e0845139ea70c910ed7a476f6b946,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,409,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(hc06_ptr, &ipaddr->u16[4], 8);",e0eecc1f901f0b8393a94610d4eafb6ede0d9abee491d079e64f3e4fcc7cfe91,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,435,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(ipaddr, prefix, prefcount);",e2384db873b8b774fbc3732b9ab1a0eb97e5e62202af785d913e21e37297b432,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,441,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(&ipaddr->u8[16 - postcount], hc06_ptr, postcount);",b3d908eea4121d77160bd5d6b70e05c543188920163d7cd5b1c0c9e068de3b52,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,569,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 1, &UIP_IP_BUF->flow, 2);",c2bf1da1c2acc8b0e6ee3ecc2021e53f35378440ac30d151ae5cb39e2d1158e3,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,573,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr, &UIP_IP_BUF->vtc, 4);",5700c145d192654b41e0d12979407d691a415306b29aaec630d6051d9bc5747c,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,647,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(hc06_ptr, &UIP_IP_BUF->srcipaddr.u16[0], 16);",7fb95edda444fe4b3b6abc86976bd020f225509e76104a3b4096df3caf173850,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,664,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 1, &UIP_IP_BUF->destipaddr.u8[13], 3);",b6f69335868d083071510b4be316f9d3e000c38f139da612c637929da6007257,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,670,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 1, &UIP_IP_BUF->destipaddr.u8[11], 5);",adf8b62792a58f9348bde85a73fe284e9fc1b2ac5ac16648d02c701498a32403,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,675,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr, &UIP_IP_BUF->destipaddr.u8[0], 16);",f371bc075a1f4584acff522757150bd85b059d12e518914ad4c2d6b3958ed7f0,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,698,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr, &UIP_IP_BUF->destipaddr.u16[0], 16);",16732e6bd295981d1b0487e4e9e938c7aca1e98542c4879b4ab841bc4c0dfcc6,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,726,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 1, &UIP_UDP_BUF->srcport, 2);",d922909617137cf7b0750322729634b4dce1d5ea9ba9ac5e612ee24d94fa1a7e,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,738,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 2, &UIP_UDP_BUF->destport, 2);",21b4e4b40dd63d6e9fe7465a6342c4ad0234faa8782632e02db46fbc02c83c1e,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,744,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr + 1, &UIP_UDP_BUF->srcport, 4);",0424a57f9761a47229e31f03c1078dfa8e4aaa3c30e83f90d9d5ef4d84417a6e,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,749,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(hc06_ptr, &UIP_UDP_BUF->udpchksum, 2);",67ac266c9534915b2a0e418274c6adcd287053670e114a80d102ba528d0c90f0,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,806,9,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"        memcpy(&SICSLOWPAN_IP_BUF->tcflow, hc06_ptr + 1, 3);",f265cd8d76578ebfcc08496dbfbc90614fa445ca4bf3d8c3f2eccd8652f10339,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,821,9,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"        memcpy(&SICSLOWPAN_IP_BUF->flow, hc06_ptr + 1, 2);",e57521889f268cbe2a7cc54221c4d87f846e17cba801b4aabc8bd610f7ca6858,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,943,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(&SICSLOWPAN_UDP_BUF->srcport, hc06_ptr + 1, 2);",dff69fa2613acb2e4c629c3ee155df348b15daa9fab26f5eaf5832837409d297,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,944,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(&SICSLOWPAN_UDP_BUF->destport, hc06_ptr + 3, 2);",7628f56bef712c8c42512caa4c177614a137ca6a13edf7f6c58e2076e597051e,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,953,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(&SICSLOWPAN_UDP_BUF->srcport, hc06_ptr + 1, 2);",dff69fa2613acb2e4c629c3ee155df348b15daa9fab26f5eaf5832837409d297,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,965,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(&SICSLOWPAN_UDP_BUF->destport, hc06_ptr + 2, 2);",02719cc8b447d9e62b295919242531a730d016ebb0bbe95c0fe43ad65a9e68a0,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,987,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(&SICSLOWPAN_UDP_BUF->udpchksum, hc06_ptr, 2);",e822e4b21b866b6902c9f722c95f473ef6445ea4e67a417f72c58ee4cda778bb,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1018,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(&SICSLOWPAN_UDP_BUF->udplen, &SICSLOWPAN_IP_BUF->len[0], 2);",7c165b12ad3c9c5455e4f52b5091060b5bf1745faebe8b6e550a550d54ebad9c,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1106,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(packetbuf_ptr + packetbuf_hdr_len, UIP_IP_BUF, UIP_IPH_LEN);",41200b5c63f8a91d83b05bcbd42f4ec0f70f0d111c51a6617b3052c425cb43c9,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1156,11,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"          memcpy(&PACKETBUF_HC1_HC_UDP_PTR[PACKETBUF_HC1_HC_UDP_CHKSUM], &UIP_UDP_BUF->udpchksum, 2);",43f57892cd415e14237f1525d8bfc15a940514b5578e8d6711b1c834d9623d30,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1239,9,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"        memcpy(&SICSLOWPAN_UDP_BUF->udpchksum, &PACKETBUF_HC1_HC_UDP_PTR[PACKETBUF_HC1_HC_UDP_CHKSUM], 2);",5a0b1793a46ba189674d35d90d44926af062a3561b852a8edc1742e27b9cd493,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1265,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(&SICSLOWPAN_UDP_BUF->udplen, &SICSLOWPAN_IP_BUF->len[0], 2);",7c165b12ad3c9c5455e4f52b5091060b5bf1745faebe8b6e550a550d54ebad9c,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1295,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(packetbuf_ptr + packetbuf_hdr_len, UIP_IP_BUF, UIP_IPH_LEN);",41200b5c63f8a91d83b05bcbd42f4ec0f70f0d111c51a6617b3052c425cb43c9,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1490,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(packetbuf_ptr + packetbuf_hdr_len,",fad97a7fd9a3a171df153eb4c648e61b65b94c615aa1eab1023be7fef5ddb6fe,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1536,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(packetbuf_ptr + packetbuf_hdr_len,",fad97a7fd9a3a171df153eb4c648e61b65b94c615aa1eab1023be7fef5ddb6fe,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1568,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy(packetbuf_ptr + packetbuf_hdr_len, (uint8_t *)UIP_IP_BUF + uncomp_hdr_len,",c33f697bf948e7a1936fc020494748ca3ed67fe55f3cf050e51efb71e028cef2,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1748,7,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"      memcpy(SICSLOWPAN_IP_BUF, packetbuf_ptr + packetbuf_hdr_len, UIP_IPH_LEN);",fcbf7a3d1e844660a6943ad820a01c360b345fba4644ef54927f8c9591548e4f,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1791,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy((uint8_t *)SICSLOWPAN_IP_BUF + uncomp_hdr_len + (uint16_t)(frag_offset << 3), packetbuf_ptr + packetbuf_hdr_len, packetbuf_payload_len);",39d3223bac1ebe4912c777d993723288856b8045bf3a6e8e01a580ad425c1597,,,,,,,,
contiki 3.0/core/net/ipv6/sicslowpan.c,1825,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"    memcpy((uint8_t *)UIP_IP_BUF, (uint8_t *)SICSLOWPAN_IP_BUF, sicslowpan_len);",e4253256283376a0e984229dde90b3b74b04da326b4a517432af7286f20cb4af,,,,,,,,
contiki 3.0/core/net/ipv6/uip-ds6.c,538,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(ipaddr->u8 + 8, lladdr, UIP_LLADDR_LEN);",3a3d2962d3628e35edfed824ce8be70e99a66937b75aef1c45f48f9cdb3e6668,,,,,,,,
contiki 3.0/core/net/ipv6/uip-ds6.c,541,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(ipaddr->u8 + 8, lladdr, 3);",0620ec05f80dde0cd6bdc53f6c6ccbf8da77cbc170b65272c33897eb37575b65,,,,,,,,
contiki 3.0/core/net/ipv6/uip-ds6.c,544,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(ipaddr->u8 + 13, (uint8_t *)lladdr + 3, 3);",651793e8e51187a03b17b5a68c2ee3d290e007917b777487a65285358fde536d,,,,,,,,
contiki 3.0/core/net/ipv6/uip-icmp6.c,306,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&UIP_IP_BUF->destipaddr, dest, sizeof(*dest));",c38e662b98da795801ce25447673875cba25a5cfed25e6117e62b9c1127cf982,,,,,,,,
contiki 3.0/core/net/ipv6/uip-nd6.c,139,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"  memcpy(&llao[UIP_ND6_OPT_DATA_OFFSET], &uip_lladdr, UIP_LLADDR_LEN);",5282e1a87e69aa7abbaaff74a11b486235d984944413fd25ffbaec448082b16f,,,,,,,,
contiki 3.0/core/net/ipv6/uip-nd6.c,199,13,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"            memcpy(lladdr, &nd6_opt_llao[UIP_ND6_OPT_DATA_OFFSET],",41e23cec68922368b29119c6420457b621d490bc1eec5da0547bafae4b986cd1,,,,,,,,
