File,Name,CWEs,Category
samples/boards/intel_s1000_crb/i2s/src/i2s_sample.c,memcpy,CWE-120,buffer
samples/boards/nrf52/mesh/onoff_level_lighting_vnd_app/src/mesh/ble_mesh.c,memcpy,CWE-120,buffer
samples/boards/nrf52/mesh/onoff-app/src/main.c,memcpy,CWE-120,buffer
samples/boards/olimex_stm32_e407/ccm/src/main.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/main.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/main.c,memcpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/main.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/main.c,strlen,CWE-126,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,memcpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,strcat,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,memcpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,strcat,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,memcpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120,buffer
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120,buffer
samples/display/grove_display/src/main.c,char,CWE-119,buffer
samples/drivers/flash_shell/src/main.c,read,"CWE-120, CWE-20",buffer
samples/drivers/lcd_hd44780/src/main.c,strlen,CWE-126,buffer
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367,race
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367,race
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367,race
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367,race
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367,race
samples/gui/lvgl/src/main.c,char,CWE-119,buffer
samples/gui/lvgl/src/main.c,sprintf,CWE-120,buffer
samples/mpu/mpu_test/src/main.c,read,"CWE-120, CWE-20",buffer
samples/net/dhcpv4_client/src/main.c,char,CWE-119,buffer
samples/net/dns_resolve/src/main.c,char,CWE-119,buffer
samples/net/dns_resolve/src/main.c,char,CWE-119,buffer
samples/net/dns_resolve/src/main.c,char,CWE-119,buffer
samples/net/dns_resolve/src/main.c,char,CWE-119,buffer
samples/net/google_iot_mqtt/src/main.c,char,CWE-119,buffer
samples/net/google_iot_mqtt/src/main.c,char,CWE-119,buffer
samples/net/google_iot_mqtt/src/main.c,char,CWE-119,buffer
samples/net/google_iot_mqtt/src/protocol.c,sprintf,CWE-120,buffer
samples/net/google_iot_mqtt/src/protocol.c,char,CWE-119,buffer
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126,buffer
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126,buffer
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126,buffer
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126,buffer
samples/net/gptp/src/main.c,char,CWE-119,buffer
samples/net/ipv4_autoconf/src/main.c,char,CWE-119,buffer
samples/net/lwm2m_client/src/lwm2m-client.c,char,CWE-119,buffer
samples/net/lwm2m_client/src/lwm2m-client.c,sprintf,CWE-120,buffer
samples/net/mqtt_publisher/src/main.c,char,CWE-119,buffer
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126,buffer
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126,buffer
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126,buffer
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126,buffer
samples/net/nats/src/main.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,memcpy,CWE-120,buffer
samples/net/nats/src/nats.c,char,CWE-119,buffer
samples/net/nats/src/nats.c,memcpy,CWE-120,buffer
samples/net/nats/src/nats.c,char,CWE-119,buffer
samples/net/nats/src/nats.c,char,CWE-119,buffer
samples/net/nats/src/nats.c,char,CWE-119,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/nats/src/nats.c,strlen,CWE-126,buffer
samples/net/promiscuous_mode/src/main.c,char,CWE-119,buffer
samples/net/promiscuous_mode/src/main.c,char,CWE-119,buffer
samples/net/sockets/big_http_download/src/big_http_download.c,char,CWE-119,buffer
samples/net/sockets/big_http_download/src/big_http_download.c,char,CWE-119,buffer
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126,buffer
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126,buffer
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126,buffer
samples/net/sockets/civetweb/src/libc_extensions.c,sscanf,"CWE-120, CWE-20",buffer
samples/net/sockets/civetweb/src/libc_extensions.c,char,CWE-119,buffer
samples/net/sockets/civetweb/src/libc_extensions.c,atoi,CWE-190,integer
samples/net/sockets/civetweb/src/libc_extensions.h,sscanf,"CWE-120, CWE-20",buffer
samples/net/sockets/civetweb/src/libc_extensions.h,fopen,CWE-362,misc
samples/net/sockets/civetweb/src/main.c,char,CWE-119,buffer
samples/net/sockets/civetweb/src/main.c,char,CWE-119,buffer
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126,buffer
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126,buffer
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126,buffer
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,char,CWE-119,buffer
samples/net/sockets/coap_server/src/coap-server.c,memcpy,CWE-120,buffer
samples/net/sockets/coap_server/src/coap-server.c,char,CWE-119,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126,buffer
samples/net/sockets/dumb_http_server/src/socket_dumb_http.c,char,CWE-119,buffer
samples/net/sockets/echo_async_select/src/socket_echo_select.c,char,CWE-119,buffer
samples/net/sockets/echo_async_select/src/socket_echo_select.c,char,CWE-119,buffer
samples/net/sockets/echo_async/src/socket_echo.c,char,CWE-119,buffer
samples/net/sockets/echo_async/src/socket_echo.c,char,CWE-119,buffer
samples/net/sockets/echo_client/src/tcp.c,char,CWE-119,buffer
samples/net/sockets/echo_client/src/udp.c,char,CWE-119,buffer
samples/net/sockets/echo_server/src/common.h,char,CWE-119,buffer
samples/net/sockets/echo_server/src/common.h,char,CWE-119,buffer
samples/net/sockets/echo/src/socket_echo.c,char,CWE-119,buffer
samples/net/sockets/echo/src/socket_echo.c,char,CWE-119,buffer
samples/net/sockets/http_get/src/http_get.c,char,CWE-119,buffer
samples/net/sockets/net_mgmt/src/main.c,char,CWE-119,buffer
samples/net/sockets/packet/src/packet.c,char,CWE-119,buffer
samples/net/telnet/src/telnet.c,char,CWE-119,buffer
samples/net/telnet/src/telnet.c,char,CWE-119,buffer
samples/net/telnet/src/telnet.c,char,CWE-119,buffer
samples/net/zperf/src/zperf_tcp_receiver.c,memcpy,CWE-120,buffer
samples/net/zperf/src/zperf_tcp_receiver.c,memcpy,CWE-120,buffer
samples/net/zperf/src/zperf_tcp_receiver.c,strlen,CWE-126,buffer
samples/net/zperf/src/zperf_tcp_receiver.c,strlen,CWE-126,buffer
samples/net/zperf/src/zperf_tcp_uploader.c,char,CWE-119,buffer
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120,buffer
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120,buffer
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120,buffer
samples/net/zperf/src/zperf_udp_receiver.c,strlen,CWE-126,buffer
samples/net/zperf/src/zperf_udp_receiver.c,strlen,CWE-126,buffer
samples/nfc/nfc_hello/src/main.c,memcpy,CWE-120,buffer
samples/portability/cmsis_rtos_v2/timer_synchronization/src/main.c,char,CWE-119,buffer
samples/sensor/adxl372/src/main.c,char,CWE-119,buffer
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20",buffer
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20",buffer
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20",buffer
samples/sensor/grove_temperature/src/main.c,char,CWE-119,buffer
samples/sensor/grove_temperature/src/main.c,sprintf,CWE-120,buffer
samples/sensor/grove_temperature/src/main.c,sprintf,CWE-120,buffer
samples/sensor/grove_temperature/src/main.c,read,"CWE-120, CWE-20",buffer
samples/sensor/grove_temperature/src/main.c,read,"CWE-120, CWE-20",buffer
samples/sensor/grove_temperature/src/main.c,strlen,CWE-126,buffer
samples/sensor/lsm6dsl/src/main.c,char,CWE-119,buffer
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120,buffer
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120,buffer
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120,buffer
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120,buffer
samples/sensor/th02/src/main.c,char,CWE-119,buffer
samples/sensor/th02/src/main.c,sprintf,CWE-120,buffer
samples/sensor/th02/src/main.c,sprintf,CWE-120,buffer
samples/sensor/th02/src/main.c,strlen,CWE-126,buffer
samples/sensor/th02/src/main.c,strlen,CWE-126,buffer
samples/sensor/th02/src/main.c,strlen,CWE-126,buffer
samples/subsys/console/getline/src/main.c,strlen,CWE-126,buffer
samples/subsys/fs/littlefs/src/main.c,char,CWE-119,buffer
samples/subsys/nvs/src/main.c,char,CWE-119,buffer
samples/subsys/nvs/src/main.c,strcpy,CWE-120,buffer
samples/subsys/nvs/src/main.c,strcpy,CWE-120,buffer
samples/subsys/nvs/src/main.c,strlen,CWE-126,buffer
samples/subsys/nvs/src/main.c,strlen,CWE-126,buffer
samples/subsys/power/device_pm/src/dummy_driver.h,open,CWE-362,misc
samples/subsys/power/device_pm/src/dummy_driver.h,read,"CWE-120, CWE-20",buffer
samples/subsys/power/device_pm/src/main.c,open,CWE-362,misc
samples/subsys/power/device_pm/src/main.c,read,"CWE-120, CWE-20",buffer
samples/subsys/shell/shell_module/src/dynamic_cmd.c,sprintf,CWE-120,buffer
samples/subsys/shell/shell_module/src/dynamic_cmd.c,char,CWE-119,buffer
samples/subsys/shell/shell_module/src/dynamic_cmd.c,strlen,CWE-126,buffer
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20",buffer
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20",buffer
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20",buffer
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20",buffer
samples/subsys/usb/console/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/console/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/console/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strcpy,CWE-120,buffer
samples/subsys/usb/hid-cdc/src/main.c,char,CWE-119,buffer
samples/subsys/usb/hid-cdc/src/main.c,char,CWE-119,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126,buffer
samples/userspace/shared_mem/src/main.c,char,CWE-119,buffer
samples/userspace/shared_mem/src/main.c,char,CWE-119,buffer
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120,buffer
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120,buffer
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120,buffer
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120,buffer
samples/userspace/shared_mem/src/main.c,char,CWE-119,buffer
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120,buffer
soc/arm/nxp_lpc/lpc54xxx/soc.c,memcpy,CWE-120,buffer
soc/arm/st_stm32/stm32f0/soc.c,memcpy,CWE-120,buffer
subsys/bluetooth/common/log.c,char,CWE-119,buffer
subsys/bluetooth/common/log.c,char,CWE-119,buffer
subsys/bluetooth/common/log.c,char,CWE-119,buffer
subsys/bluetooth/common/rpa.c,memcpy,CWE-120,buffer
subsys/bluetooth/common/rpa.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/crypto/crypto.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/crypto/crypto.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_addr.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_addr.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_addr.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_addr.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_filter.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_test.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ll_test.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/hal/nrf5/ecb.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/hal/nrf5/ecb.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/hal/nrf5/ecb.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/hal/nrf5/ecb.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_scan.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_test.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/nordic/lll/lll_test.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_adv.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_conn.c,memcpy,CWE-120,buffer
subsys/bluetooth/controller/ll_sw/ull_filter.c,memcpy,CWE-120,buffer
