File,Name,CWEs
lib/libc/minimal/include/stdio.h,fprintf,CWE-134
lib/libc/minimal/include/stdio.h,vprintf,CWE-134
lib/libc/minimal/include/stdio.h,vsnprintf,CWE-134
lib/libc/minimal/include/stdio.h,vsprintf,CWE-134
lib/libc/minimal/include/stdio.h,vfprintf,CWE-134
lib/libc/minimal/include/stdlib.h,atoi,CWE-190
lib/libc/minimal/include/string.h,strcpy,CWE-120
lib/libc/minimal/include/string.h,strcat,CWE-120
lib/libc/minimal/include/string.h,memcpy,CWE-120
lib/libc/minimal/include/string.h,strncpy,CWE-120
lib/libc/minimal/include/string.h,strlen,CWE-126
lib/libc/minimal/include/string.h,strncat,CWE-120
lib/libc/minimal/source/stdlib/atoi.c,atoi,CWE-190
lib/libc/minimal/source/stdlib/malloc.c,memcpy,CWE-120
lib/libc/minimal/source/stdout/fprintf.c,fprintf,CWE-134
lib/libc/minimal/source/stdout/fprintf.c,vfprintf,CWE-134
lib/libc/minimal/source/stdout/fprintf.c,printf,CWE-134
lib/libc/minimal/source/stdout/fprintf.c,vprintf,CWE-134
lib/libc/minimal/source/stdout/prf.c,char,CWE-119
lib/libc/minimal/source/stdout/sprintf.c,snprintf,CWE-134
lib/libc/minimal/source/stdout/sprintf.c,sprintf,CWE-134
lib/libc/minimal/source/stdout/sprintf.c,vsnprintf,CWE-134
lib/libc/minimal/source/stdout/sprintf.c,vsprintf,CWE-134
lib/libc/minimal/source/stdout/stdout_console.c,strlen,CWE-126
lib/libc/minimal/source/string/string.c,strcpy,CWE-120
lib/libc/minimal/source/string/string.c,strcat,CWE-120
lib/libc/minimal/source/string/string.c,strcpy,CWE-120
lib/libc/minimal/source/string/string.c,memcpy,CWE-120
lib/libc/minimal/source/string/string.c,strncpy,CWE-120
lib/libc/minimal/source/string/string.c,strlen,CWE-126
lib/libc/minimal/source/string/string.c,strlen,CWE-126
lib/libc/minimal/source/string/string.c,strncat,CWE-120
lib/libc/minimal/source/string/string.c,strlen,CWE-126
lib/libc/minimal/source/string/strstr.c,strlen,CWE-126
lib/libc/newlib/libc-hooks.c,char,CWE-119
lib/libc/newlib/libc-hooks.c,open,CWE-362
lib/libc/newlib/libc-hooks.c,read,"CWE-120, CWE-20"
lib/os/fdtable.c,read,"CWE-120, CWE-20"
lib/os/fdtable.c,read,"CWE-120, CWE-20"
lib/os/fdtable.c,read,"CWE-120, CWE-20"
lib/os/json.c,char,CWE-119
lib/os/json.c,char,CWE-119
lib/os/json.c,memcpy,CWE-120
lib/os/printk.c,char,CWE-119
lib/os/ring_buffer.c,memcpy,CWE-120
lib/os/ring_buffer.c,memcpy,CWE-120
lib/posix/fs.c,open,CWE-362
lib/posix/fs.c,memcpy,CWE-120
lib/posix/fs.c,strlen,CWE-126
lib/posix/mqueue.c,strcpy,CWE-120
lib/posix/mqueue.c,strlen,CWE-126
lib/posix/mqueue.c,strlen,CWE-126
lib/posix/mqueue.c,strlen,CWE-126
lib/posix/pthread.c,memcpy,CWE-120
lib/posix/sleep.c,usleep,CWE-676
lib/updatehub/updatehub_device.c,char,CWE-119
lib/updatehub/updatehub_device.c,strlen,CWE-126
lib/updatehub/updatehub_device.c,strncat,CWE-120
lib/updatehub/updatehub_priv.h,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,char,CWE-119
lib/updatehub/updatehub.c,memcpy,CWE-120
lib/updatehub/updatehub.c,memcpy,CWE-120
lib/updatehub/updatehub.c,memcpy,CWE-120
lib/updatehub/updatehub.c,memcpy,CWE-120
lib/updatehub/updatehub.c,memcpy,CWE-120
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strncat,CWE-120
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strncat,CWE-120
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
lib/updatehub/updatehub.c,strlen,CWE-126
samples/basic/threads/src/main.c,memcpy,CWE-120
samples/bluetooth/central_hr/src/main.c,char,CWE-119
samples/bluetooth/central_hr/src/main.c,char,CWE-119
samples/bluetooth/central_hr/src/main.c,char,CWE-119
samples/bluetooth/central/src/main.c,char,CWE-119
samples/bluetooth/central/src/main.c,char,CWE-119
samples/bluetooth/central/src/main.c,char,CWE-119
samples/bluetooth/eddystone/src/main.c,memcpy,CWE-120
samples/bluetooth/eddystone/src/main.c,memcpy,CWE-120
samples/bluetooth/eddystone/src/main.c,memcpy,CWE-120
samples/bluetooth/eddystone/src/main.c,memcpy,CWE-120
samples/bluetooth/eddystone/src/main.c,memcpy,CWE-120
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/hci_uart/src/main.c,read,"CWE-120, CWE-20"
samples/bluetooth/ipsp/src/main.c,char,CWE-119
samples/bluetooth/ipsp/src/main.c,char,CWE-119
samples/bluetooth/peripheral_csc/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral_csc/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral_csc/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral_esp/src/main.c,char,CWE-119
samples/bluetooth/peripheral_esp/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hids/src/hog.c,memcpy,CWE-120
samples/bluetooth/peripheral_hids/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hids/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hids/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hids/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hids/src/main.c,char,CWE-119
samples/bluetooth/peripheral_hr/src/main.c,char,CWE-119
samples/bluetooth/peripheral_ht/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral_sc_only/src/main.c,char,CWE-119
samples/bluetooth/peripheral/src/cts.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/cts.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/main.c,memcpy,CWE-120
samples/bluetooth/peripheral/src/main.c,char,CWE-119
samples/bluetooth/peripheral/src/main.c,char,CWE-119
samples/bluetooth/peripheral/src/main.c,strlen,CWE-126
samples/boards/96b_argonkey/sensors/src/main.c,char,CWE-119
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,char,CWE-119
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/96b_argonkey/sensors/src/main.c,sprintf,CWE-120
samples/boards/bbc_microbit/line_follower_robot/src/main.c,char,CWE-119
samples/boards/bbc_microbit/line_follower_robot/src/main.c,char,CWE-119
samples/boards/intel_s1000_crb/audio/src/audio_core.c,read,"CWE-120, CWE-20"
samples/boards/intel_s1000_crb/audio/src/audio_core.c,read,"CWE-120, CWE-20"
samples/boards/intel_s1000_crb/audio/src/audio_core.c,read,"CWE-120, CWE-20"
samples/boards/intel_s1000_crb/audio/src/audio_core.c,read,"CWE-120, CWE-20"
samples/boards/intel_s1000_crb/audio/src/tuning_driver.c,memcpy,CWE-120
samples/boards/intel_s1000_crb/dmic/src/dmic_sample.c,char,CWE-119
samples/boards/intel_s1000_crb/i2s/src/i2s_sample.c,char,CWE-119
samples/boards/intel_s1000_crb/i2s/src/i2s_sample.c,memcpy,CWE-120
samples/boards/nrf52/mesh/onoff_level_lighting_vnd_app/src/mesh/ble_mesh.c,memcpy,CWE-120
samples/boards/nrf52/mesh/onoff-app/src/main.c,memcpy,CWE-120
samples/boards/olimex_stm32_e407/ccm/src/main.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/main.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/main.c,memcpy,CWE-120
samples/boards/reel_board/mesh_badge/src/main.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/main.c,strlen,CWE-126
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/mesh.c,memcpy,CWE-120
samples/boards/reel_board/mesh_badge/src/mesh.c,strcat,CWE-120
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/mesh.c,memcpy,CWE-120
samples/boards/reel_board/mesh_badge/src/mesh.c,strcat,CWE-120
samples/boards/reel_board/mesh_badge/src/mesh.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/reel_board.c,memcpy,CWE-120
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/reel_board.c,char,CWE-119
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120
samples/boards/reel_board/mesh_badge/src/reel_board.c,strncpy,CWE-120
samples/display/grove_display/src/main.c,char,CWE-119
samples/drivers/flash_shell/src/main.c,read,"CWE-120, CWE-20"
samples/drivers/lcd_hd44780/src/main.c,strlen,CWE-126
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367
samples/drivers/spi_fujitsu_fram/src/main.c,access,CWE-367
samples/gui/lvgl/src/main.c,char,CWE-119
samples/gui/lvgl/src/main.c,sprintf,CWE-120
samples/mpu/mpu_test/src/main.c,read,"CWE-120, CWE-20"
samples/net/dhcpv4_client/src/main.c,char,CWE-119
samples/net/dns_resolve/src/main.c,char,CWE-119
samples/net/dns_resolve/src/main.c,char,CWE-119
samples/net/dns_resolve/src/main.c,char,CWE-119
samples/net/dns_resolve/src/main.c,char,CWE-119
samples/net/google_iot_mqtt/src/main.c,char,CWE-119
samples/net/google_iot_mqtt/src/main.c,char,CWE-119
samples/net/google_iot_mqtt/src/main.c,char,CWE-119
samples/net/google_iot_mqtt/src/protocol.c,sprintf,CWE-120
samples/net/google_iot_mqtt/src/protocol.c,char,CWE-119
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126
samples/net/google_iot_mqtt/src/protocol.c,strlen,CWE-126
samples/net/gptp/src/main.c,char,CWE-119
samples/net/ipv4_autoconf/src/main.c,char,CWE-119
samples/net/lwm2m_client/src/lwm2m-client.c,char,CWE-119
samples/net/lwm2m_client/src/lwm2m-client.c,sprintf,CWE-120
samples/net/mqtt_publisher/src/main.c,char,CWE-119
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126
samples/net/mqtt_publisher/src/main.c,strlen,CWE-126
samples/net/nats/src/main.c,strlen,CWE-126
samples/net/nats/src/nats.c,memcpy,CWE-120
samples/net/nats/src/nats.c,char,CWE-119
samples/net/nats/src/nats.c,memcpy,CWE-120
samples/net/nats/src/nats.c,char,CWE-119
samples/net/nats/src/nats.c,char,CWE-119
samples/net/nats/src/nats.c,char,CWE-119
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/nats/src/nats.c,strlen,CWE-126
samples/net/promiscuous_mode/src/main.c,char,CWE-119
samples/net/promiscuous_mode/src/main.c,char,CWE-119
samples/net/sockets/big_http_download/src/big_http_download.c,char,CWE-119
samples/net/sockets/big_http_download/src/big_http_download.c,char,CWE-119
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126
samples/net/sockets/big_http_download/src/big_http_download.c,strlen,CWE-126
samples/net/sockets/civetweb/src/libc_extensions.c,sscanf,"CWE-120, CWE-20"
samples/net/sockets/civetweb/src/libc_extensions.c,char,CWE-119
samples/net/sockets/civetweb/src/libc_extensions.c,atoi,CWE-190
samples/net/sockets/civetweb/src/libc_extensions.h,sscanf,"CWE-120, CWE-20"
samples/net/sockets/civetweb/src/libc_extensions.h,fopen,CWE-362
samples/net/sockets/civetweb/src/main.c,char,CWE-119
samples/net/sockets/civetweb/src/main.c,char,CWE-119
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126
samples/net/sockets/coap_client/src/coap-client.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,char,CWE-119
samples/net/sockets/coap_server/src/coap-server.c,memcpy,CWE-120
samples/net/sockets/coap_server/src/coap-server.c,char,CWE-119
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/coap_server/src/coap-server.c,strlen,CWE-126
samples/net/sockets/dumb_http_server/src/socket_dumb_http.c,char,CWE-119
samples/net/sockets/echo_async_select/src/socket_echo_select.c,char,CWE-119
samples/net/sockets/echo_async_select/src/socket_echo_select.c,char,CWE-119
samples/net/sockets/echo_async/src/socket_echo.c,char,CWE-119
samples/net/sockets/echo_async/src/socket_echo.c,char,CWE-119
samples/net/sockets/echo_client/src/tcp.c,char,CWE-119
samples/net/sockets/echo_client/src/udp.c,char,CWE-119
samples/net/sockets/echo_server/src/common.h,char,CWE-119
samples/net/sockets/echo_server/src/common.h,char,CWE-119
samples/net/sockets/echo/src/socket_echo.c,char,CWE-119
samples/net/sockets/echo/src/socket_echo.c,char,CWE-119
samples/net/sockets/http_get/src/http_get.c,char,CWE-119
samples/net/sockets/net_mgmt/src/main.c,char,CWE-119
samples/net/sockets/packet/src/packet.c,char,CWE-119
samples/net/telnet/src/telnet.c,char,CWE-119
samples/net/telnet/src/telnet.c,char,CWE-119
samples/net/telnet/src/telnet.c,char,CWE-119
samples/net/zperf/src/zperf_tcp_receiver.c,memcpy,CWE-120
samples/net/zperf/src/zperf_tcp_receiver.c,memcpy,CWE-120
samples/net/zperf/src/zperf_tcp_receiver.c,strlen,CWE-126
samples/net/zperf/src/zperf_tcp_receiver.c,strlen,CWE-126
samples/net/zperf/src/zperf_tcp_uploader.c,char,CWE-119
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120
samples/net/zperf/src/zperf_udp_receiver.c,memcpy,CWE-120
samples/net/zperf/src/zperf_udp_receiver.c,strlen,CWE-126
samples/net/zperf/src/zperf_udp_receiver.c,strlen,CWE-126
samples/nfc/nfc_hello/src/main.c,memcpy,CWE-120
samples/portability/cmsis_rtos_v2/timer_synchronization/src/main.c,char,CWE-119
samples/sensor/adxl372/src/main.c,char,CWE-119
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20"
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20"
samples/sensor/grove_light/src/main.c,read,"CWE-120, CWE-20"
samples/sensor/grove_temperature/src/main.c,char,CWE-119
samples/sensor/grove_temperature/src/main.c,sprintf,CWE-120
samples/sensor/grove_temperature/src/main.c,sprintf,CWE-120
samples/sensor/grove_temperature/src/main.c,read,"CWE-120, CWE-20"
samples/sensor/grove_temperature/src/main.c,read,"CWE-120, CWE-20"
samples/sensor/grove_temperature/src/main.c,strlen,CWE-126
samples/sensor/lsm6dsl/src/main.c,char,CWE-119
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120
samples/sensor/lsm6dsl/src/main.c,sprintf,CWE-120
samples/sensor/th02/src/main.c,char,CWE-119
samples/sensor/th02/src/main.c,sprintf,CWE-120
samples/sensor/th02/src/main.c,sprintf,CWE-120
samples/sensor/th02/src/main.c,strlen,CWE-126
samples/sensor/th02/src/main.c,strlen,CWE-126
samples/sensor/th02/src/main.c,strlen,CWE-126
samples/subsys/console/getline/src/main.c,strlen,CWE-126
samples/subsys/fs/littlefs/src/main.c,char,CWE-119
samples/subsys/nvs/src/main.c,char,CWE-119
samples/subsys/nvs/src/main.c,strcpy,CWE-120
samples/subsys/nvs/src/main.c,strcpy,CWE-120
samples/subsys/nvs/src/main.c,strlen,CWE-126
samples/subsys/nvs/src/main.c,strlen,CWE-126
samples/subsys/power/device_pm/src/dummy_driver.h,open,CWE-362
samples/subsys/power/device_pm/src/dummy_driver.h,read,"CWE-120, CWE-20"
samples/subsys/power/device_pm/src/main.c,open,CWE-362
samples/subsys/power/device_pm/src/main.c,read,"CWE-120, CWE-20"
samples/subsys/shell/shell_module/src/dynamic_cmd.c,sprintf,CWE-120
samples/subsys/shell/shell_module/src/dynamic_cmd.c,char,CWE-119
samples/subsys/shell/shell_module/src/dynamic_cmd.c,strlen,CWE-126
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20"
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20"
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20"
samples/subsys/usb/cdc_acm_composite/src/main.c,read,"CWE-120, CWE-20"
samples/subsys/usb/console/src/main.c,strlen,CWE-126
samples/subsys/usb/console/src/main.c,strlen,CWE-126
samples/subsys/usb/console/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strcpy,CWE-120
samples/subsys/usb/hid-cdc/src/main.c,char,CWE-119
samples/subsys/usb/hid-cdc/src/main.c,char,CWE-119
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/subsys/usb/hid-cdc/src/main.c,strlen,CWE-126
samples/userspace/shared_mem/src/main.c,char,CWE-119
samples/userspace/shared_mem/src/main.c,char,CWE-119
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120
samples/userspace/shared_mem/src/main.c,char,CWE-119
samples/userspace/shared_mem/src/main.c,memcpy,CWE-120
soc/arm/nxp_lpc/lpc54xxx/soc.c,memcpy,CWE-120
soc/arm/st_stm32/stm32f0/soc.c,memcpy,CWE-120
subsys/bluetooth/common/log.c,char,CWE-119
subsys/bluetooth/common/log.c,char,CWE-119
subsys/bluetooth/common/log.c,char,CWE-119
subsys/bluetooth/common/rpa.c,memcpy,CWE-120
subsys/bluetooth/common/rpa.c,memcpy,CWE-120
subsys/bluetooth/controller/crypto/crypto.c,memcpy,CWE-120
subsys/bluetooth/controller/crypto/crypto.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/hci/hci.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
subsys/bluetooth/controller/ll_sw/ctrl.c,memcpy,CWE-120
